 #written on 16Dec2023 at 12:21:08 
 #------------------------------------------------- MONTECARLO -------------------------------------------------#
 # Temp      Magnetization     Energy_ave          C_M              Sus              U_E              U_M       #
 #--------------------------------------------------------------------------------------------------------------#
 700.0000   0.22894354E-01  -0.13065323E+04   0.14042927E+01   0.67585009E-03   0.66655474E+00   0.42566746E+00
 710.0000   0.23205880E-01  -0.12921019E+04   0.14332663E+01   0.67328867E-03   0.66654649E+00   0.43218794E+00
 720.0000   0.23478008E-01  -0.12780718E+04   0.14308979E+01   0.68381679E-03   0.66654060E+00   0.43107371E+00
 730.0000   0.23652518E-01  -0.12633702E+04   0.14739285E+01   0.68674542E-03   0.66653006E+00   0.42992138E+00
 740.0000   0.23798266E-01  -0.12486501E+04   0.14591282E+01   0.68096504E-03   0.66652435E+00   0.43165265E+00
 750.0000   0.23943938E-01  -0.12339516E+04   0.14599081E+01   0.67530197E-03   0.66651697E+00   0.43594280E+00
 760.0000   0.24231014E-01  -0.12192434E+04   0.15083034E+01   0.68232895E-03   0.66650401E+00   0.43611809E+00
 770.0000   0.24380537E-01  -0.12040510E+04   0.15232192E+01   0.67678238E-03   0.66649373E+00   0.43550896E+00
 780.0000   0.24610730E-01  -0.11888156E+04   0.15235317E+01   0.67394946E-03   0.66648458E+00   0.43714895E+00
 790.0000   0.24750316E-01  -0.11732599E+04   0.15774130E+01   0.67541038E-03   0.66646823E+00   0.44064778E+00
 800.0000   0.25026043E-01  -0.11576617E+04   0.15603320E+01   0.68356000E-03   0.66645982E+00   0.43889831E+00
 810.0000   0.25143190E-01  -0.11418069E+04   0.15541326E+01   0.68484327E-03   0.66644953E+00   0.43693651E+00
 820.0000   0.25453685E-01  -0.11256900E+04   0.16234678E+01   0.69117408E-03   0.66642757E+00   0.43772859E+00
 830.0000   0.25663188E-01  -0.11091948E+04   0.16481943E+01   0.69852835E-03   0.66641062E+00   0.43452367E+00
 840.0000   0.25828599E-01  -0.10931028E+04   0.16801243E+01   0.69380787E-03   0.66639120E+00   0.43606316E+00
 850.0000   0.25979153E-01  -0.10758841E+04   0.16950094E+01   0.69695665E-03   0.66637286E+00   0.43695924E+00
 860.0000   0.26332146E-01  -0.10591297E+04   0.17041602E+01   0.69806483E-03   0.66635474E+00   0.43947232E+00
 870.0000   0.26467406E-01  -0.10426099E+04   0.17449030E+01   0.70070477E-03   0.66632950E+00   0.43899668E+00
 880.0000   0.26673581E-01  -0.10247760E+04   0.17498611E+01   0.69591160E-03   0.66630866E+00   0.44220849E+00
 890.0000   0.26819805E-01  -0.10073719E+04   0.17664662E+01   0.69590289E-03   0.66628407E+00   0.44156594E+00
 900.0000   0.27045661E-01  -0.98945882E+03   0.18181055E+01   0.70360643E-03   0.66624931E+00   0.44012092E+00
 910.0000   0.27299640E-01  -0.97110856E+03   0.18266326E+01   0.70974735E-03   0.66622174E+00   0.44025621E+00
 920.0000   0.27413335E-01  -0.95281822E+03   0.18434074E+01   0.70294350E-03   0.66618937E+00   0.44429826E+00
 930.0000   0.27704726E-01  -0.93399358E+03   0.19200236E+01   0.70493262E-03   0.66613845E+00   0.44447162E+00
 940.0000   0.27878857E-01  -0.91487194E+03   0.19520627E+01   0.71512991E-03   0.66609499E+00   0.44010411E+00
 950.0000   0.28141301E-01  -0.89563917E+03   0.20314543E+01   0.71525684E-03   0.66603290E+00   0.44458749E+00
 960.0000   0.28394539E-01  -0.87528899E+03   0.19933345E+01   0.72707008E-03   0.66600179E+00   0.43954870E+00
 970.0000   0.28542483E-01  -0.85506912E+03   0.20874713E+01   0.71783026E-03   0.66592168E+00   0.44319856E+00
 980.0000   0.28698152E-01  -0.83558324E+03   0.20645702E+01   0.72099712E-03   0.66587885E+00   0.44187895E+00
 990.0000   0.28948901E-01  -0.81443374E+03   0.21674540E+01   0.73689914E-03   0.66577839E+00   0.44081719E+00
1000.0000   0.29097063E-01  -0.79292246E+03   0.20931662E+01   0.73277325E-03   0.66574353E+00   0.44263502E+00
